loggers.Event{id=-1608773753, msg='Some event for user 3 - You are nothing know!', date=Tue May 17 17:20:52 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=653033583, msg='Some event for user 3 - You are nothing know!', date=Fri May 20 18:31:03 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=777854473, msg='Some event for user 6 - You are nothing know!', date=Fri May 20 18:31:03 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=507486472, msg='Some event for user 3 - You are nothing know!', date=Fri May 20 18:33:44 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=-15484193, msg='Some event for user 6 - You are nothing know!', date=Fri May 20 18:33:44 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=-1475960697, msg='Some event for user 3 - You are nothing know!', date=Fri May 20 18:37:44 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=1503748254, msg='Some event for user 6 - You are nothing know!', date=Fri May 20 18:37:44 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=-689769310, msg='Some event for user 3 - You are nothing know!', date=Fri May 20 18:41:29 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=-5934, msg='Some event for user 6 - You are nothing know!', date=Fri May 20 18:41:30 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=1262577722, msg='Some event for user 3 - You are nothing know!', date=Fri May 20 18:42:39 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=-2014589761, msg='Some event for user 6 - You are nothing know!', date=Fri May 20 18:42:39 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=-1572476881, msg='Some event for user 3 - You are nothing know!', date=Fri May 20 18:42:59 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=-503715140, msg='Some event for user 6 - You are nothing know!', date=Fri May 20 18:42:59 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=-255691932, msg='Some event for user 3 - You are nothing know!', date=Fri May 20 18:43:49 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=-241257530, msg='Some event for user 6 - You are nothing know!', date=Fri May 20 18:43:49 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=20462545, msg='Some event for user 3 - You are nothing know!', date=Fri May 20 18:44:17 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=1297523443, msg='Some event for user 6 - You are nothing know!', date=Fri May 20 18:44:17 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=-1445008331, msg='Some event for user 3 - You are nothing know!', date=Fri May 20 18:44:29 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=-687171077, msg='Some event for user 6 - You are nothing know!', date=Fri May 20 18:44:29 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=147005579, msg='Some event for user 3 - You are nothing know!', date=Fri May 20 18:45:44 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=1876225773, msg='Some event for user 6 - You are nothing know!', date=Fri May 20 18:45:44 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=658555332, msg='Some event for user 3 - You are nothing know!', date=Fri May 20 18:49:13 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=683182911, msg='Some event for user 6 - You are nothing know!', date=Fri May 20 18:49:13 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=-86834427, msg='Some event for user 3 - You are nothing know!', date=Fri May 20 18:53:57 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=1439538831, msg='Some event for user 6 - You are nothing know!', date=Fri May 20 18:53:57 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=-2117898775, msg='Some event for user 3 - You are nothing know!', date=Fri May 20 18:54:33 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=-1098843974, msg='Some event for user 6 - You are nothing know!', date=Fri May 20 18:54:33 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=1764009839, msg='Some event for user 3 - You are nothing know!', date=Fri May 20 18:59:31 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=1442610065, msg='Some event for user 6 - You are nothing know!', date=Fri May 20 18:59:31 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=352689331, msg='Some event for user 3 - You are nothing know!', date=Fri May 20 19:07:10 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=1348218356, msg='Some event for user 6 - You are nothing know!', date=Fri May 20 19:07:10 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=775187254, msg='Some event for user 3 - You are nothing know!', date=Fri May 20 19:07:26 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=-1817232794, msg='Some event for user 6 - You are nothing know!', date=Fri May 20 19:07:26 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
